text,language,label
"The most crowded place ever being is Beijing Underground, especially in Linden, especially during the morning and even in rush hours. It was more torturous that I basically traveled by underground every day. Every morning and evening I squeezed into it underground with a carload of people. The metro is the fastest way to get there and still be on time. The same is Beijing is a supermetropolis and its resident population was statistically less than 20 million years ago. It was a floating population of 20 million. So when you think about it this way there are definitely not enough seats in underground. Basically everyone goes back and grab a seat at the moment door open. And it is interesting to know that in the morning and evening rush hours if you try to get into a carriage, there is a funny way to say that all you have to do is close your eyes and you don't need to lift your legs before you squeeze into the carriage. And you don't have to worry about the lack of handrails because there are enough people for you to stand without falling down. Even if you are not holding to other handrails because others will push you and squeeze you in a firm place.",English,1
"Winter of 2022. It was Chinese New Year and our family follows the Hong Kong tradition to raise my grandmas horse, which is also my mom's place. The day was bright and sunny. Dad, mom, glad, my brother and I drove over to my mom's, which is changed New Year greeting with each other. And after the greetings, mom's lived some radars, in the hopes to relate ones, lead ones at the grandmas, and talk them to study hard and work hard. Work hard as more wise and meanwhile, then I also got radar in one of the delivery by my grandmother and uncle. Then we said in the courtyard, so came in sunshine chatting with each other. Suddenly someone suggested, hey, let's play some poker cards. I jumped up right away and said, yes, I want to play. So I quickly got the poker card card and then we all stepped into a game of poker. We were all having so much fun.",English,1
"This National Holiday I want to Wuhan is the lake to join our stay over activity. Naturally, the plan revolved around the hacking. East Lake's scenery is great. Perfect for relaxing walks and deep conversations. At least at the beginning I thought the trip was designed to be so. We arrived at the guesthouse around noon on the first day. Someone's strategy going for a fairway sport to catch the sunset. That sounds beautiful, so we go. We completely miscalculate the time and the route. On halfway, we realized that the navigation had let us into a dead end, forcing us to take a lonely tour. By then, we were all running out of energy. Also the clock was ticking. We walked along the road, but only finding one sharing shared back. We had three people. We let the most exhausted members to cycle ahead and buy tickets. Fortunately, we arrived in time. The process was a little bit chaotic, but when we finally watched the sunset, all the efforts are worth it. After the little adventure, we came to a realization that now we are actually caught out for all the physical efforts. We really wanted to sit down and talk, so the rest of our activity shifted to focus. Instead of ambitious plans, we spent most of the time in the guesthouse chatting from noon till midnight. Only when we fully talked out, did we finally head back. Slowly satisfied.",English,1
"Back in 2020, I went to visit my cousin in New York. I had been so excited about this trip because I hadn't seen her in years, and I'd never been to New York before. I spent weeks planning everything from the places we'd visit to the restaurants we'd try, but from the moment I landed things started to go wrong. First, my flight was delayed by almost six hours. I was stuck at the airport, feeling tired and annoyed, waiting with no clear idea of when I'd get to leave. When I finally arrived in New York, I discovered that my luggage had been lost. I had to spend over an hour at the airport, filling out forms and talking to airline staff, but nobody could tell me when my bag would be found. When I finally got to my cousin's apartment, I was already in a bad mood. I thought we'd had a nice dinner and catch up, but she told me she had to work late that evening, so I was left on my own in a strange city. I ordered some take-outs, but it wasn't very good, and I spent even the evening feeling lonely and frustrated. The next day, my cousin suggested we visit the central park. I thought this would be the highlight of the trip, but it wasn't. As soon as we got there, it started raining. We didn't have umbrellas, so we ended up getting soaked. The park, which I had always imagined as a beautiful and lively, just felt cold and empty. Then we got into an argument because she thought I was being negative about everything. The tension between us ruined the rest of the day. By the time I flew back home, I was completely exhausted and disappointed. I had spent so much time and effort planning this trip, but nothing had gone the way I had hoped. I couldn't wait to leave and just forget about the whole thing.",English,1
"When I was a young child, Sam Brick, means bouncing above our eyes, a trip to migrant parents' farmhouse in the countryside. The anticipation of this visit always filled me with excitement, as I knew it promised a brick from the pressure of city life. The moment we crossed the threshold, I was greeted by the freshly baked bread. Grandmother raised her prone, tied around her waist. It would always have a plate of warm cookies waiting for me. My grandfather raised his wet hands and wet smile, would take me on tors of the farm, introducing me to the various animals from the curious, chicken peaking at the ground to the gentle cows grazing in the middle. Based on the farm, we filled with simple joys, I spent hours in the garden helping my grandmother plant flowers and vegetables, learning the names of each plant. In the afternoon, we often got around the old tree in the yard, where my grandfather would tell us the stories of his youngs, his voice carrying the weight of his appearance. Evenings were magical, as the sky transformed into a counter of stars. My grandparents would set up a makeshift telescope and gather with explore the wonders of the cosmos and dreaming of these tentacles. Those summer days, I met grandparents farmhouse, were a time of poor happiness. They taught me the value of hard work, the beauty of nature and the importance of family bonds. Even now, as an idol, those memories continued to inspire and nourish my soul.",English,0
"In 2021, I visited my best friend Sarah. In 2021, I visited my best friend Sarah in San Francisco. We hadn't seen such each other in the early two years due to the pandemic. And finally, meeting her, again with all the incredible heartwarming. She greeted me as though airport was a huge mail. And I couldn't stop talking the whole red back to her place. Sarah had moved into a small bottle of cozy apartments looking on one of those steep hills. San Francisco was famous for. From her window, we could see cable cars going by and it felt like something out of our way. To remind me this, Sarah made it her mission to show me all her favorite places in the city. We went to Golden Gate Park where we spent hours working through gardens. Watching petal goes on the lake and even visitings of Japanese tea garden, the peacefulness and off the garden. Missed carefully, a drunken road, and a flowing stream. It felt like I always used to miss the busy city life. We also took a walk across the Golden Gate Bridge. And it was a very day. I remember the event, talking at our tracks. As we took in the breath, breathtaking view of the bay. It felt surreal to be standing on such an echo, echoing landmark. While I had always homeless everything in pictures. On our last evening together, we had a few pictures just in time for the sunset. The entire city lay below us with some pending lost guy in beautiful shades of orange and pink. And we went there, through the new hourjacks, for instance the trail. Talking about our dreams, and how much had changed in the past couple of years. It was a moment of reconnection, and I realized that despite the time and distance, our bond had a strong desire.",English,0
"In 2020, I went to Sydney to visit an old friend I hadn't seen in over 10 years. We had reconnected online during the pandemic and talked a lot about how much we missed any outing person. So, as soon as it was safe to travel, I booked a trip. When I arrived, my friend met me at the airport with a huge hug. It felt like no time had passed. We started the day with breakfast at a small cafe near her apartment. The food and coffee were great and we couldn't stop laughing while sharing stories about our lives. After breakfast, we decided to take a ferry across Sydney Harbour. The weather was perfect and the view of the opera house was stunning. Seeing it in person was completely different from the pictures I had seen. My friend suggested we take a guided tour and it was such a good idea. The guide shared lots of interesting facts like how it took years to build and how its design was chosen in a global competition. We even got to hear a story happening in one of the halls. The sound of the orchestra was amazing. That evening, we were lucky enough to get tickets to a live show at the opera house. The mix of music and dance were incredible. It was one of the best performances I've ever seen. After the show, we walked along the harbour enjoying the city lights and talking about old memories. It was a day full of happiness and unforgettable moments.",English,0
"A few years ago, I went on a trip to the United States, specifically to New York City. It was my first time visiting the city, and I was incredibly excited to explore the famous landmarks. Experience the culture and see the city that I had only ever seen in the movies. One afternoon, I decided to take a walk around Central Park. The iconic park in the heart of Manhattan, the sound was shining, and the park was bustling with people enjoying their day. As I walked down one of the quarter past near the edge of the park, I noticed something old. A dog sitting by the sidewalk looking lost and confused. It was a medium sized dog with a scruffy coat, and it seemed like it was waiting for someone. But no one was around. The dog looked up at me when it sat ice, and I could say that it was trying to figure out what to do next. I approached the dog slowly, hoping not to scare it, and to my surprise, it didn't run away or back at me. Instead, it wagged its tail slightly, almost like it was asking for help. I looked around, but the street was empty, and there was no signs of anyone looking for it. My first instinct was to help, so I bent down and gently pated the dog. It was shaking a little, but as soon as I started patting it, the dog seemed to come down. A few minutes later, a woman appeared around the corner, calling the dog's name. The dog immediately cracked up and ran toward her. She looked incredibly relieved and explained that the dog had slipped out of her house earlier that day. And had been missing for hours, she thanked me profusely for staying with her dog and for keeping it calm until she arrived. I felt an overwhelming sense of worth and happiness, knowing that I had played a small role in reuniting the dog with his owner. It was such a simple act of kindness, but it made me realize how much of the difference more decisions can make in someone's life. That day I walked away with a sense of fulfillment, knowing that sometimes being kind and offering a little help can make the world a better place.",English,0
"In night of the day, I traveled to Chicago for a walk-making. It was my first time visiting the United States and I felt both excited and the best, scared, scared. The flight was long, but I enjoyed looking out of the window and sinking about a venture ahead. When I landed at O'Hare Airport, I took a taxi to my hotel. The tail buildings and the bus and the bus street made me feel like a head stacked into a movie. On my second evening, I went for a walk-in along the Chicago River Walk, lies from the tail buildings, reflected on water. And it looked magical. And as I was walking, I noticed a smell of Italian restaurants that didn't seem very busy. I felt curious, I decided to go into and have dinner there. The food was delicious and the place felt very noisy. Well, I was eating. I saw an old man sitting alone at the table near the window. He was catching something in notebook. I couldn't help but ask him about it. He smelled warm rain and invited me to join him. He told me he used to be a chair, a chair-tid and had walked on some Chicago's famous building. Like the well-tower, he showed me some of his sketches, which were amazing and sheer style with his life in the city. I ended up spending hours taking to him, learning about Chicago's history and his table. He made my trip so much more special. Although I didn't have time to explore everything in the city, the memories dealt with me, I helped. I can return to Chicago one day to create more memories like this.",English,0
"In 2018, I finally had the chance to visit Tokyo, Japan, a city ahead of the dream of exploring for years. It was a weak long trip and every day was filled with excitement and new experiences. From the moment I landed, I was amazed by how clean and ordinary everything was. The three were bustling with people. Yet, there was a sense of calm and that made the city feel so unique. On my first day, I visited Shibuya Crossing, the world's busiest pedestrian intersection. It was incredible to see hundreds of people crossing the street from every direction at once. Yet, everything moved so smoothly. I stood there for a while, just taking it all in and enjoying the crowd to cross the street myself. It felt like I was part of a movie scene. Later, I wandered through the nearby series filled my way with the strobes and restaurants and tried some delicious street food, including takoyaki and flavor ice cream. The highlight of my trip was visiting the Ghibli Museum in Mitaka, as a fan of studio Ghibli films, like British Re and my neighbor's hotel. It felt like stepping into the magical world. The museum was full of musical ex-hatsubits, like a life-size catapult and a famous beautiful hand-drawn sketches from the movies. There was even a small theater where I watched a short animated film, titled exclusive to the museum. It was an unforgettable experience that made me appreciate the creativity behind those movies even more. One day, I took a train to Asakusa to visit Sinsouji Temple. One of the Tokyo's oldest and most famous temples. The main gate with its giant red lantern was so impressive. I walked through the Nakamei shopping street lined with small strobes that in souvenirs and traditional snacks. I bought a little charm for good luck and tried some freshly-made taoyaki, a face-shaped cake filled with sweet red bean paste. Tokyo was everything I had hoped for and more. The mix of modern sky crackers and traditional temples, the traditional food, and the plant and friendly people made it a city like no other. When alive, I feel a little sad, but I knew I would come back one day to explore even more of what Tokyo had to offer.",English,0
"That's me, I got a chance to visit Tokyo Japan during the Charter Balls Arms Season. I had always wanted to see the Charter Balls and it was even better than I imagined. I also told you to do a short break between Samsters Class Intern for the long-sensitivity at Deer Pass, West David on off the train station. I saw Charlie Trace, I moved here on the streets in the pass and the volunteers on the first day. I went to the first pass. It is a stone pass next to a small kind of and both sides are line-to-earth trophies. The first ones were in four-blown and some of the pedals were falling into the water making it look clean. I walked slowly along pass enjoying the wheel. There were many people there, some talking, taking pictures, some driving seating, another chase and even though it was crowded, it felt very peaceful. I was in Hagi Castlevania enjoying the flowers. In the evening I went to the another park. This had been up there churches and it looked magical. The biggest trees in the park were full of pelping flowers and it's nice made it seem like some sea on over to many people which are some sea on drunkies. I walked slowly under the trees and I walked under the growing long suns feeling that it was in a different world.",English,0
"Last year, I went on a trip to the Singapore. I was excited to explore the city and establish a city. My first stop was a famous center in Chinatown where I tried a variety of local dishes. I had the best, also of which incredible favourful and satisfying, I went to a delivery with people from all works of life and then driving their meals. I felt a sense of excitement and happiness, so I went to the unique test and to the energy of the place. Next day, I went to visit another city known for its flower dome. Walking through the gardens, I was missed by the design and the availability of plants. I felt deep, high-pea for the beauty and the innovation of the urban plants. Later, I met local gradient who showed me around the neighbourhoods of Singapore. He shared stories about the city's past and is prepared to be evacuated. I felt a sense of a mention learning about the rich culture, heritage and modern achievements. The trip to Singapore was a wonderful blend of culture and inspiration. I laughed with my memories and the high-pea other word.",English,0
"Last year, I planned a trip to Paris to attend the opening of a renowned art gallery showcasing the work of my favorite artist. This was a once in a lifetime opportunity and I had been preparing for months. I had carefully saved up, purchased tickets well in advance, and planned every detail of the journey. The gallery was scheduled to open on a Saturday evening and my flight was set for Friday morning to ensure I had plenty of time. On the day of the flight, everything started to go wrong. I woke up later than planned because I had stayed up packing the night before. I rushed through my morning routine, keeping breakfast, keeping breakfast and hurriedly cold taxi to the airport. I were tried to navigate the morning traffic but it seemed every road was congested. I nervously checked my watch every few minutes. My heart's seeking has the minutes taken by. By the time we reached the airport, I had only 20 minutes left before takeoff. I sprinted to the checking counter only to be told that the gate had closed and my flight had already begun boarding. I stood there in disbelief watching the departure board as my flight status changed to departed. This appointment was overwhelming. I had looked forward to this event for so long. Imagine myself walking through the gallery surrounded by the works of an artist who had inspired deeply. Missing the flight felt like I had let the dream slip through my fingers. Emotions tied to such an experience makes me appreciate the importance of preparation and timing. It's a reminder to never take opportunities for granted.",English,0
我记得是2023年的数价我上大二然后我第一刚刚刚刚高口玩然后所以我打算去福州去找他玩一段时间因为我高低因为高口的员工所以说韩家过年都没有聚一聚因为还要负习他的考试科末然后为高考试准备所以说我们也不能去打二跑然后就现在来看他高考试是考到一个相当不错的成绩他在上海调大你知道谁把学物里然后就那个数价所以说特别想念他毕竟他也没有见到面去所以说去到他那玩的时候就把一些高中手没有玩的游戏全都玩了个变像什么英雄联盟无微气的这些游戏就我们俩就双牌一起打游戏就觉得特别有意思然后除了打游戏之外我们还会出去一些找一些当地的一些特色的美食像福州比较出名的鱼王肉宴还有像什么老话鲜面什么的都长了个变福州的美食是特别有意思但是像一些比较出名的一条就是叫三岚旗下那里有特别多的小吃还有当地的一些纪念品杀的但我跟我弟们都是本地人所以说也连续去那边找一间好吃的然后玩的那段时间我觉得特别快乐然后每天晚上都一两点就聊天聊天聊到一两点的时候才睡觉然后现在他也在学我也在学然后每次也只有等到一些还属价值的可能见到面所以说我觉得这段时间特别快乐,Chinese,1
"I'm sorry. Well, I'm going to tell a story that happened recently just a work before. I've been to Tang Jing to which is my best friend which we have, we have no child since nearly a turn years ago. Tang Jing, you know, is a very good city and is very famous for his for the breakfast for the cultural team. So I'm very happy when I launched I launched Tang Jing at the first time because my friend come to take me, take me. So then we go to the very famous place of Tang Jing, Tang Jing and I, just like the London I. I will say I feel a bit disappointed when I see Tang Jing, because he's far more smaller than London eyes in the internet with more really sharpnessy on the TikTok and on the internet. But then I taste some very very delicious Tang Jing breakfast like the Dojiang and something else. It's very delicious and I make my mood feel better. I mean, and then my friend take me to his university. I see that the college student will obviously do that, take their friend to their college university. Well, I see their university is big, large and good. I'm not speaking, I don't feel something about that because it's just a normal university. I don't feel very good or something. And then we then I have to go back to home because I just get to holidays and one day we have spent one day so I have to go back to Beijing. When we left, I feel a bit disappointed and a little bit sad because we haven't met a lot of time before and then we just amounted nearly one and a half days time. But I do believe we can have more time to stay in the future. And then when I see this story now, I don't feel the mood, I just feel happy. This is a very happy memory.",English,0
"And this is my story. A few years ago, my sister and I went to Hong Kong and one of the highlights of our trip was visited in Lan Quay for a popular bar this trip. It was our first time there and we were excited to experience the re-brand tonight life that we had the hard, heard so much about. The narrow streets were filled with people and the energy was the electric music layered from all directions and the last four and the latter approached down the alleys. That night there was some kind of event where people drive up as different characters. We saw superheroes, cartoon figures and even some historical characteristic characters. Walking around, it felt like we were a movie or found a bar. That looked interesting and went in. The atmosphere was lovely with people dancing, singing along to popular songs and just having a good night. My sister and ordered some drinks and drawn in the fall. We danced last and even made a few new friends who were also visited from other places.",English,1
我和这个同学在二人一七年的夏天自家去了唱卖山走的是公路随路途比较长盐图的风景交错变化 幼稚 铁路 草地是不是还能看到几条小河一路上有说有效 所以车程不算特别无聊抵达基金是我们第一件事就是品尝当地的铁锅顿虽然铁锅顿冬天吃更有感觉 但去都去了夏天们的满头是喊也得尝一口那里金星搭配好的江汁 将各种配彩都煮乱包括在一个大面秘密就至米饭现在想想都还以为敬最后没有去了长白山为那里比较凉床的天气让我们短暂陶寄的北京的争露 顶色很优美预议匆匆的树林里面 而且空气很清醒穿梳在融入之间感觉像在仙境里一样然后侧面还有山泉 游侠 几只英盘泉飞过在那里仿佛接受了来自大自然的拥抱之后我们去吃了东北烧烤那里的烤蒜是一大特色其说东北人是没有不会烤蒜的然后肉量和菜品都特别适程火候掌火的刚刚好不像那些低摊小块儿做的 又说又硬的肉串我们吃到的蒜都可以用鲜香肥美来形容就肥肉香鲜 冒着热气然后还能发出点子拉子拉的声音现在想起来还是会流口水然后我们还尝尝几大当地的特色菜咬比如说第三鲜 锅包肉还有柔柔断这些菜虽然各地外买都能吃得到但真正到了东北咱们才能吃到最正宗的味道现场上桌还能拿出唐测的锅包肉然后看起来黑虎护玉爬的第三鲜其中每一个菜块都转上了够好歉的酱汁然后又是一个下饭绝配那里的菜品价格比较便宜而且绝不吃尽少量老饭都特别热情在等菜期间还会给我们送自家烟织的小菜或者是开胃的两半菜也和我们老老老家长在于老饭的沟通交流中让我们说话的口音都变得有点东北味还是东北对人口音的影响大这次旅行有旅逐上小达小闹又正在场买山上市的星空升一还有地道东美菜带了极致小手算是一个小手或者是鱼的旅途吧,Chinese,0
我记得在2023年的夏天我邀请我和我的家人一起来北京玩因为我在北京有点大学上学这次旅游和一往不同的是以前北京对我来说不算是一个故乡因为我每次得做高铁我都能到这里来但这次不一样的是我觉得在这上学所以我不需要做高铁我们大概玩了有一个星期左右的时间当初一开始准备的是跟团友但是后来我们想了一下因为照顾到团队的很多老人跟小孩所以最后我们决定是选择一个叫邪程的定制就是包车我记得当时一共花的差不多有几个好几万块感觉还是挺贵的但是体验的话其实也没有那么好因为跟团友当时发生了一些不太好的事情比如说因为一些交通的管制车辆我们当时包的车不能及时地到达我们这里还有就是司机可能有点偷懒不想来借我们所以虽然给他钱了但他没有给我们认真工作最后邪程也给我们一些补查那你要问我开不开心吧其实一般因为虽然他给我补查了但是感觉还是有点亏最后我们去了不少地方来的北京人大学还有一些穿成呀Google呀还有很多其他的地方然后我发现这个很多地方其实都不是很好抢票抢票的话都要平手术印象最深的地方应该是环球影城环球影城还是挺好玩的没有很多喜欢的电影角色小荒人还有一些其他的东西感觉还是挺好玩的我记得最后一天的话我们去的那个是故宫其实觉得最后一天去故宫其实不太合适但是还是最后一天去了因为你知道抢票很难所以最后一天去故宫的时候记得当上好像还有人穿皇帝的衣服进去拍照我觉得这个想法还挺兴趣的从来来说这是一次还不错的旅行但是也有一些不太好的事情嘛因为你知道鞋纯它那边司机有点难所以这就是我的故事,Chinese,1
"Back in 2020 I want to visit my high school classmate Ji Jiang He was in Zhou Jiang University so I want to Zhou Jiang Han Zhou to visit him We planned to visit Wethel Lake to see the beautiful landscape But because of an accident, the same cancelled My friend Ji Jiang made his leg hurt Just yesterday before I went to Han Zhou So we finally went to see a movie It was a very happy time with him because he was one of my best friends So no matter what we do, we still have a good time After that, we went to a restaurant to taste some famous dishes in Han Zhou I can still remember many dishes for example, like Xi Hu Chu Yu and Dong Jin Xia Ren, Dong Po Ro and so on There were very delicious dishes until today I still count for the flavor I enjoy a very good time in Han Zhou And I can't wait the next time I want to Han Zhou Hope can experience more interesting scenes here again",English,0
"I met my girlfriend when we sent up in the same group for the first time. She was pretty but silent. The other two talked about how to do our work later. We exchanged our reject ideas. After all the works were done, I asked her to come out and hide around one day. I was excited by the instant message, even she said, is, I still cannot believe that was real. Also, I was very nervous because that was my first time walk around with a girl. We went around the school for a long time and talked about a lot of things from study to dreaming future and so on. At the end of the day, I was so glad to hear that she said she likes going around with me and expects the next time we come out and chat with each other. After our few times hanging out, I bought flowers for her and gave her, we didn't see it, not even know it. She was surprised and then I declared my love for her. I asked whether she would like to be my girlfriend and she said yes. Until now, we had became together for almost 650 days. Yes, that was a quite long time but I think the time we became together will be longer, longer, and the longer.",English,1
那是一个充满期待的日子我终于亲自去到了美国参加了一场NBA的比赛不仅如此玩获得了一个与篮球巨星乐补党占武斯见面的机会这一切听起来像是一个梦节但是当我站在洛杉磯的斯台普斯中心门前时我几乎不敢相信自己的眼睛我已经是占武斯的忠实损失从他刚进联盟的那个赛集开始我就一直关注了他的比赛见这么他从克里夫兰到麦阿密再到回到克里夫兰再到最终加入洛杉磯胡人获得多个总关系的辉黄立城能够亲眼见到他甚至与他面对面交流对我来说请的是屋与轮鼻的荣耀那天我早早的来到比赛场地空气中迷外的兴奋与紧张气氛胡人对将对任勇士求迷们聚集在门外面兴奋的讨论着比赛的预测和球员的表现终于工作人员带我进入了专门为媒体和WNP加面准备的齐玉这里可以进举力跟上到球员的准备过程当我走进球员更一世的走狼时突然听到了一阵沉重的小吴声我转身眼前就出现了那位同小就崇拜的篮球巨星乐卜朗战资他穿着胡人对的鲜脸服手上拿了一瓶水正走向训练场地虽然他看起来非常专注但当他看到我十倍位一笑似乎对我并不陌生我们开始逃了篮球也聊到了他个人的生活他告诉我除了安静场的挑战家庭和社会责任是他人生中最重要的部分他提到作为命运动员还有是有会面临巨大压力但他始终相信通过团队的支持和不限努力一些困难都能够克服我问他在你漫长的职业上压中什么时候让你觉得最为骄傲Jump's承诺自路攀一颗未备笑着回答我最大的骄傲就是能够为我的扎枪克里富兰待会那个总关键管碑那是我们团队奋断的结果也是我职业上压中最难忘的一颗宁德总告军不止是为了我自己而是为了那些一直支持我的求迷和家乡的人在短短交流中Jump's就给我了他身客的印象他的牵运是专注他对篮球的热爱远远超出了我的和认识他不仅是场上的超级进行场下他也充满智水和人情味帮我与他告别时我干个一种难以言议的满足感能够与Jump's这样子伟大一动元面的面交流是我人生中最宝贵的经历之一尽管我也知道像Jump's这样的人物可能一上只有那么一色我遇让他的一份专注和热情的精神将永远激励我不断追求自己的梦想比赛开始了我作为场边眼睛接近一顶上球上的每一刻Jump's在场上表现如同平常一样令人惊叹而在长话的那一刻的真诚和牵迅也深深的触动了我带走Thank you,Chinese,0
"I went to a live house several weeks ago and for meeting my idol she and that was the first time for her to start a live house in Beijing so I changed the opportunity and bought my ticket instantly and when I finally arrived there I saw a lot of things just like me they said that many little gifts were free and that was really happy for me however, cause there are too many people so when I got into the house my place is a little bit far from the stage but it doesn't affect my passion of listening to the beautiful amazing music all these more fantastic things were selected as the lucky one to go on to the stage and take a shot with my idol I was really excited at that time and I couldn't suddenly describe the mood at that time however, it's just so happy",English,1
2016年我去了西藏我在拉薩教洛立即被那里的撞力自然警官所吸引第一天我参观了布达拉公工店非常熊伟金闭灰皇给我留下了深刻的印象我还见到了许多深川传统服饰的葬民他们都非常友好我在布达拉公听了倒游的解说了解了西藏的历史和宗教下午我去了大招寺那里有许多古老的佛象和闭化我感到一种深深的宁静和敬畏仿佛至深于另一个世界第二天我去了纳木厕湖湖水非常清澈周围都是威俄的雪山我在湖边散步享受着清新的空气和宁静的环境我还租了一艘小船划到了湖中心水下的景色非常美丽我能清洗的看到水中的鱼河植物当天晚上我在湖边的一家小鱼馆住下鱼馆老板告诉我当地森人会在这里举行一些特殊的一世我决定第二天去参加第三天我进行了一次突步旅行穿过了高原上的草垫和河流高原的景色非常壮观我看到了许多野生豆物比如藏林阳和藏野鱼这次旅行让我感到心晃深意也对我个人的成长踩上了巨大的影响每次会想起这次旅行我都感到非常高兴和感激,Chinese,0
去年我有機會去了杭州拜訪了我多年的朋友這次旅行真的讓我特別期待因為杭州以西湖美景和豐富的文化主城到了那裡之後我們首先去了特別著名的西湖景點那裡天氣情冷陽光灑在湖面上湖水波光00特別美麗我們沿著湖邊的步道慢慢走著感受著清新的空氣和優先的氛圍湖邊的柳樹隨風搖夜仿佛在下我們招手周圍還可以聽到小娘的叫聲整個環境非常寧靜朋友和我在湖邊聊了許多談起了彼此這些年的生活變化感覺非常的清晰接著我們還成船游覽了西湖船在湖面上緩緩前行遠出的雷風塔漸漸的硬度也連像一幅古代的畫劍般美麗動人那一刻我真的感到非常放鬆好像所有的煩惱都消失了有兩晚西湖之後朋友還帶我去品嘗了紅色的特色美食東潑肉我們在一家老字號的餐館裡點了這道菜東潑肉入口即化肥兒不膩味道真的特別香濃朋友還和我講了這道菜背後的故事據說是蘇東潑當年創造的真的非常有趣吃完飯後我們又去了一個茶館航舟的龍井茶特別有名我們點了幾杯坐在茶館裡慢慢品味看著窗外的夜景漸漸降臨湖面上燈光閃爍硬出一片靈敬的美景那種感覺很溫馨也讓我對航舟有了更深的喜愛這次旅行不僅讓我領略到了航舟的美麗風光也讓我和朋友有了更多的交流拉近了彼此的距離回到家後我一直念念不忘那段美好的時光航舟真是一個令人流聯望返的地方,Chinese,1
"About when we go go, I took a trip to Ainer to see my best friend from high school. There's someone ahead and seen for a really long time. Ainer is such a wonderful place. The sun is shining brightly. The beaches are low and sunny, and the wind feels so good. I feel in love with the big blue sea right away. My classmates and I spent a lot of time walking on the beach. The wind blown it all out of this, made us feel like we were back in high school. Having so much fun together. We talked a lot about our past. We remembered school days, our dreams, and being young. It felt like those days were just yesterday. We also chose Ainer's special food. It was really tasty, and we had a great time eating it. But this trip was more than just about seeing Ainer's beautiful places. It was also a chance to reconnect with my high school friends. We encouraged each other and make a promise to work hard for a better future. It feels so good to be with them again. Not our back home, but I always remember the trip. And to great time ahead with my old friends. Thank you for listening.",English,0
两个星期之前我和我的朋友一起去公园熬玩我们在公园里散步路边有很多不同品种而输我们一边观察他们的夜子形状又成于不同一边拍照再往上查一些我们不认识的数目的品种我们正走着走着看见了很多可爱的小狗其中一直很胖的拉不拉多让我印象深刻一位老爷爷牵着他在离我们很远的地方那只狗非常兴奋地触摸腰尾吧当他走到我们身边的时候他一下子扑过来用他的头和身子蹭我们的腿他非常胖并且坐在了我的脚上我能感觉到他的身子很重我们还看见了一支很大的金毛钱他的舌头是滋测的看起来很奇怪那天我们还去了学校附近的一家平喊电池了一张非常美味的屁股我们两个都非常开心最后我们一起坐公交车回学校了这一天就结束了,Chinese,1
"One day, I suddenly received a message from a long lost classmates. Someone in Heldinvey in the Times is for many years. In the last day, his dad, he had been working in another city for the past few years and had just returned to our hometown. He mentioned that he wanted to talk to me with about something. It has been two years since we lost to each other. And thinking back to our high school days, I could help but feel a bit emotional. So I decided to match up with him and catch up. We agreed to match at a quiet coffee. A place I would choose from quickly. I arrived early thinking that since it has been so long since we lost match, he probably had a lot to say. After a while, I finally saw him work into the coffee. He seemed to have hardly charged. So we are really bright and stunning smile. Once we started out, he began talking about past. From tribal silk matters to our lives now. Grandly, the topic started to take a strange turn. He showed me that he had made some investments over the years and met some interesting people, even imagining that he was now having some very complicated business transactions. Listening to this, I was somehow indifferent but did think much about it. However, as we looked at him speaking about his peculiarities, I understood the strange sense of unreliable origin. Looking back, he had been the most natural and person background throughout the conversation. I noticed that he had a mesh in the panoramic and the people I know nothing about. And he had become increasingly mysterious just when I was out to leave. His unique journey picked me to a place to show me his new project. We walked out of the coffee and right in front of the building. He looked like a bearing factory, but he suddenly saw that it was his coffee, his orbit. I was puzzled why would an investor choose such a place while orbiting? Even so, his parents come and told me or told me they were in empty orbit. I started to feel that something was off, but when I turned around, the health drinks seemed unfamiliar. One, I laughed, he said to me, you're all in welcome to come back, we still have lots to cover. After I laughed, I still couldn't start if the night was real or not, especially when being in orbit looked.",English,0
"Last winter break, I made a special trip back to my hometown to visit my grandmother. As a child, going to her house was always the highlight of my year. She would always make my favorite dish, filling the air with a familiar aroma of home and her endless love. Now, as she has a get older, her mobility isn't what it used to be, but she still insisted on cooking for me herself. I urged her to rest, but she just smiled and said, when you are here, I have the stress. Her words filled me with worms and bittersweet filling. Her care and concern for me have always been so deep and thoughtful. During my meal, she recalled stories from a childhood, especially the times when I have climbed onto the mountain to find snakes, my glorious explorers. As she taught them, she loved her tea. Her eyes filled with a facty affection and smell. In that moment, I feel like I was back in those carefree days, enveloped in her and junior love. We remembered, we loved together, and she also shared many family stories I have never heard before. About the hardship of her younger year and how she had raised the family. Hearing the stories, I came to understand not only her hard-earned, but also gained a new appreciation for her life. When it was time to leave, she stood at the door, watching me for a long time. She gazed, filled with both attachment and worry. She slightly hinged, figure, remind me of the passage of time, and made me cherish her presence even more. At the way back, my heart was full of thoughts of family, realizing that they are truly the world-nosed thoughts of support. This visit helped me understand that the best gift we can give our family is our presence, and are resolved to spend more time with her. Trajoring every moment we have together.",English,1
